dataset,feature_set,model,acquisition,mean_relative_improvement_pct,median_relative_improvement_pct,q25_relative_improvement_pct,q75_relative_improvement_pct,mean_delta_alc_mape,median_delta_alc_mape,mean_absolute_alc_mape,mean_baseline_alc_mape,n_trials
HUST,set1_dQn_m,GPR,diversity_iterative,-9.710205570683774,0.2561241710882227,-29.70368660131632,7.570012355285488,-1.506763853309535,0.046702978675391194,17.540031090125606,16.033267236816073,10
HUST,set1_dQn_m,GPR,diversity_oneshot,11.133063500692515,15.036434887897755,5.208173820099585,20.906448202262652,1.840794120784659,1.9742531217818309,14.192473116031413,16.033267236816073,10
HUST,set1_dQn_m,GPR,exploitation,0.7217910491597606,-3.206220313259648,-4.036208121628949,7.651541845855104,0.1681248286130616,-0.42024660389660884,15.86514240820301,16.033267236816073,10
HUST,set1_dQn_m,GPR,exploration,6.283589163757158,8.16463260715725,0.8331335168865679,13.551613139755524,1.0153987597664602,1.4611415651226043,15.017868477049612,16.033267236816073,10
HUST,set1_dQn_m,GPR,hybrid,3.524271049078294,9.484735623713451,-13.439131690023421,14.881523893154137,0.4344634577471149,1.129415673837209,15.598803779068955,16.033267236816073,10
HUST,set1_dQn_m,GPR,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,16.033267236816073,16.033267236816073,10
HUST,set1_dQn_m,RF,coverage,-10.084507080419215,-0.5976263174492251,-12.02781576280091,5.136407460484568,-0.8656260866693343,-0.13587201760575152,14.750096121440857,13.884470034771521,10
HUST,set1_dQn_m,RF,diversity_iterative,-30.398435355013515,-15.911149033694697,-22.136339189286232,-7.253230904573554,-3.3320732966861697,-2.0128450543677534,17.216543331457693,13.884470034771521,10
HUST,set1_dQn_m,RF,diversity_oneshot,-4.684211272116791,2.5886213800342492,-8.734463467335319,7.02864319646046,-0.31398856563460076,0.4173296256022585,14.198458600406122,13.884470034771521,10
HUST,set1_dQn_m,RF,exploitation,-13.208607448395124,-0.5057190363553187,-24.558053831229255,1.22998309672731,-1.2326050141232603,-0.10453447551011763,15.117075048894781,13.884470034771521,10
HUST,set1_dQn_m,RF,exploration,-16.362067200564915,-7.99931254789403,-16.174898866127286,-2.746479097191358,-1.9088039177804668,-0.8703225452113514,15.793273952551989,13.884470034771521,10
HUST,set1_dQn_m,RF,hybrid,-9.670537523158803,-6.01483831951875,-16.42522903503175,7.417883019100027,-0.9487463762276693,-0.535389523323663,14.83321641099919,13.884470034771521,10
HUST,set1_dQn_m,RF,random_selection,0.0,0.0,0.0,0.0,0.0,0.0,13.884470034771521,13.884470034771521,10
HUST,set2_early_soh,AE_ENet,coverage,-1.524791960148091,-3.2123880232391127,-5.413917853749264,1.9017744957428109,-0.5589192764050835,-0.6028715841511216,21.72873804107462,21.169818764669536,10
HUST,set2_early_soh,AE_ENet,diversity_iterative,8.227860943905087,12.099649012670497,1.8961104570092595,24.07725951825376,2.1949033215503846,2.3705558863170646,18.97491544311915,21.169818764669536,10
HUST,set2_early_soh,AE_ENet,diversity_oneshot,-1.4590432351651959,-3.9040232031520903,-12.543532500760149,5.925106131831697,0.07012478237519097,-1.0363325619847714,21.099693982294347,21.169818764669536,10
